date,device,failure,metric1,metric2,metric3,metric4
1/1/2015,S1F0S5LP,0,3938344,0,21,6
1/1/2015,S1F0S5NE,0,56204560,0,0,2
1/1/2015,S1F0S5SR,0,157366080,0,0,6
1/1/2015,S1F0S5VX,0,59159008,0,0,0
1/1/2015,S1F0S5WJ,0,112948064,0,0,0
1/1/2015,S1F0S5YZ,0,33686696,0,208,0
1/1/2015,S1F0S613,0,9592272,0,0,0
1/1/2015,S1F0S62V,0,192776152,0,0,0
1/1/2015,S1F0S62Z,0,230440256,0,0,0
1/1/2015,S1F0S63A,0,41210152,0,0,0
1/1/2015,S1F0S649,0,99189504,0,0,0
1/1/2015,S1F0S65X,0,96429872,0,0,0
1/1/2015,S1F0S66R,0,183583176,0,0,0
1/1/2015,S1F0S68M,0,205042496,0,0,0
1/1/2015,S1F0S6AB,0,166668776,0,0,0
1/1/2015,S1F0S6B7,0,55485032,0,0,0
1/1/2015,S1F0S6EY,0,158719576,0,0,0
1/1/2015,S1F0S6FZ,0,85625416,0,220,0
1/1/2015,S1F0S6GZ,0,76974936,0,0,0
1/1/2015,S1F0S6HH,0,239359712,0,0,0
1/1/2015,S1F0S6L1,0,33848440,0,0,0
1/1/2015,S1F0S6VR,0,129768968,0,0,0
1/1/2015,S1F0S70T,0,110519536,0,0,0
1/1/2015,S1F0S7B7,0,123240752,0,0,0
1/1/2015,S1F0S7DN,0,96918904,0,0,0
1/1/2015,S1F0SAB1,0,150400544,0,0,0
1/1/2015,S1F0SAB3,0,92509456,0,0,0
1/1/2015,S1F0SAC1,0,131848624,0,0,0
1/1/2015,S1F0SBBW,0,22643312,0,0,0
1/1/2015,S1F0SBCL,0,33718904,0,0,0
1/1/2015,S1F0SBF5,0,162677928,0,0,0
1/1/2015,S1F0SBHA,0,179106792,0,0,0
1/1/2015,S1F0SBJA,0,181879600,0,0,0
1/1/2015,S1F0SBLG,0,125204000,0,0,0
1/1/2015,S1F0SBXC,0,63584856,0,0,0
1/1/2015,S1F0SC17,0,77129528,0,0,0
1/1/2015,S1F0SCHE,0,187728320,0,0,0
1/1/2015,S1F0SCPM,0,49037456,0,0,0
1/1/2015,S1F0SCT6,0,86604728,0,0,6
1/1/2015,S1F0T1AC,0,159022840,7024,0,24
1/1/2015,S1F0T1BB,0,52430088,0,0,0
1/1/2015,S1F0T1K8,0,8786904,0,1,0
1/1/2015,S1F0T22E,0,33551984,0,0,0
1/1/2015,S1F0T24J,0,4781256,0,0,0
1/1/2015,S1F0T29K,0,101404624,0,0,0
1/1/2015,S1F0T2FN,0,141735040,0,0,0
1/1/2015,S1F0T2LA,0,160992856,424,0,1
1/1/2015,S1F0TBK9,0,184935888,0,0,0
1/1/2015,S1F0TCGQ,0,160862040,0,0,0
1/1/2015,S1F0TD9A,0,57089456,0,0,0
1/1/2015,S1F0TKSC,0,211072752,0,0,0
1/1/2015,S1F0TKW7,0,106913160,0,0,0
1/1/2015,S1F0TMLM,0,232306168,0,0,0
1/1/2015,S1F0TMRF,0,193818416,0,0,0
1/1/2015,S1F0TN84,0,24408880,0,0,0
1/1/2015,S1F0TNAB,0,215458768,0,0,0
1/1/2015,S1F0TND9,0,136269808,0,0,0
1/1/2015,S1F0TNNA,0,97601824,0,0,0
1/1/2015,S1F0TNSA,0,135128104,0,0,0
1/1/2015,S1F0TNW4,0,47212376,0,0,0
1/1/2015,S1F0TNYF,0,136505896,0,0,0
1/1/2015,S1F0TP5E,0,235271816,0,2693,0
1/1/2015,S1F0TP6E,0,239330064,0,1,0
1/1/2015,S1F0TP75,0,91205960,0,0,0
1/1/2015,S1F0TP82,0,195799720,0,0,0
1/1/2015,S1F0TP8F,0,132854552,0,0,0
1/1/2015,S1F0TPH4,0,2573832,0,0,0
1/1/2015,S1F0TPJC,0,114457632,0,10,0
1/1/2015,S1F0TPK1,0,24628096,0,0,0
1/1/2015,S1F0TPMF,0,75398440,0,0,0
1/1/2015,S1F0TPS0,0,70738208,0,0,0
1/1/2015,S1F0TPYB,0,47855472,0,12,0
1/1/2015,S1F0TQ7S,0,40359432,0,0,0
1/1/2015,S1F0TQ9G,0,60578640,0,263,0
1/1/2015,S1F0TQCF,0,227900448,0,0,6
1/1/2015,S1F0TQCV,0,162065352,0,0,0
1/1/2015,S1F0TQEJ,0,118203872,54896,0,73
1/1/2015,S1F0TQJ4,0,93069096,0,0,0
1/1/2015,S1F0TQLY,0,15850736,0,0,0
1/1/2015,S1F0TQNP,0,178963976,0,0,0
1/1/2015,S1F0TQP1,0,96581408,0,72,0
1/1/2015,S1F0TQQ1,0,2878712,0,0,0
1/1/2015,S1F0TQR9,0,188919264,0,0,0
1/1/2015,S1F0TQTF,0,40501256,0,0,0
1/1/2015,S1F0TQTH,0,168277768,0,0,0
1/1/2015,S1F0VE11,0,103694496,0,0,0
1/1/2015,S1F0VE35,0,187588664,0,0,0
1/1/2015,S1F0W45F,0,1138872,0,0,0
1/1/2015,S1F0WWHD,0,181479280,0,0,0
1/1/2015,S1F0X4RC,0,128123728,0,0,0
1/1/2015,S1F0XMNV,0,213632376,0,0,0
1/1/2015,S1F0Y4H6,0,101803088,0,0,0
1/1/2015,S1F0Y6BM,0,83218880,0,0,0
1/1/2015,S1F0Y8MA,0,154007800,0,0,0
1/1/2015,S1F0YX6Z,0,55443312,0,0,0
1/1/2015,W1F10Y8K,0,214392992,0,0,0
1/1/2015,W1F111C6,0,56551080,0,0,0
1/1/2015,W1F111N7,0,114125368,0,0,0
1/1/2015,W1F111Q7,0,130770768,0,0,0
1/1/2015,W1F11CR1,0,231278624,0,0,0
1/1/2015,W1F11FCC,0,188801784,0,0,0
1/1/2015,W1F11JQW,0,76618616,0,0,0
1/1/2015,W1F11ZG9,0,193036136,0,9,46
1/1/2015,W1F1230J,0,160609528,0,0,0
1/1/2015,W1F12JLS,0,59739048,0,0,0
1/1/2015,W1F12JRF,0,31336336,0,0,0
1/1/2015,W1F12KWT,0,233573248,0,0,0
1/1/2015,W1F1335J,0,91519632,0,16,0
1/1/2015,W1F133A0,0,79301392,0,0,6
1/1/2015,W1F1354W,0,106183632,0,0,0
1/1/2015,W1F13B09,0,6749024,0,0,0
1/1/2015,W1F13SJ7,0,34580480,8,0,0
1/1/2015,W1F13SRV,0,144915568,1960,0,0
1/1/2015,W1F14FS4,0,2528512,0,0,0
1/1/2015,W1F14GTK,0,109536632,0,21,0
1/1/2015,W1F14GWF,0,100896256,0,0,0
1/1/2015,W1F14H94,0,139443744,0,0,0
1/1/2015,W1F14HAQ,0,79553744,0,0,0
1/1/2015,W1F14N6K,0,82203512,0,0,0
1/1/2015,W1F14NBM,0,214457408,0,0,0
1/1/2015,W1F14NE5,0,21659944,0,0,0
1/1/2015,W1F14XGD,0,230120824,256,0,0
1/1/2015,W1F14XK6,0,102362080,0,0,0
1/1/2015,W1F15NRT,0,26073952,0,0,0
1/1/2015,W1F15P5S,0,43727248,0,0,0
1/1/2015,W1F15S4D,0,92530096,736,0,74
1/1/2015,W1F16RA7,0,229238112,0,0,0
1/1/2015,W1F17D9Z,0,173035368,0,0,0
1/1/2015,W1F17DKS,0,15352928,0,0,0
1/1/2015,W1F17E35,0,111677360,0,0,0
1/1/2015,W1F17GR6,0,169807832,44008,0,0
1/1/2015,W1F17RLV,0,19301992,0,0,0
1/1/2015,W1F181WP,0,178148616,2000,0,0
1/1/2015,W1F18TKX,0,164894928,0,0,0
1/1/2015,W1F18YT8,0,98997784,0,0,0
1/1/2015,W1F19BPT,0,50941304,16,0,0
1/1/2015,W1F19J5Q,0,156726952,0,0,0
1/1/2015,W1F19LPJ,0,14368184,0,0,0
1/1/2015,W1F1A4H9,0,18959200,376,0,0
1/1/2015,W1F1AN6A,0,96347832,0,0,0
1/1/2015,W1F1AQ6G,0,208637840,0,0,0
1/1/2015,W1F1ARYY,0,110766392,0,0,0
1/1/2015,W1F1B0KF,0,188684704,0,0,0
1/1/2015,W1F1BAE6,0,243385544,0,0,0
1/1/2015,W1F1BFHS,0,234083448,0,0,0
1/1/2015,W1F1BFMS,0,208761592,0,61,0
1/1/2015,W1F1BFP5,0,141049448,16,0,12
1/1/2015,W1F1BFRJ,0,187606560,0,0,0
1/1/2015,W1F1BFZT,0,93512992,0,0,0
1/1/2015,W1F1BG0P,0,158511128,0,0,0
1/1/2015,W1F1BG4H,0,19012656,24,0,0
1/1/2015,W1F1BGAB,0,127153024,0,0,0
1/1/2015,W1F1BQNS,0,215070840,0,0,0
1/1/2015,W1F1BQTN,0,33358936,0,0,0
1/1/2015,W1F1BRM3,0,18149416,0,0,0
1/1/2015,W1F1BS0H,0,78866488,0,0,0
1/1/2015,W1F1BS9T,0,7547928,0,0,0
1/1/2015,W1F1BTB2,0,192273912,0,0,0
1/1/2015,W1F1BW8W,0,27121440,0,0,0
1/1/2015,W1F1BZTM,0,139929672,0,0,0
1/1/2015,W1F1C0R9,0,92789936,0,1,0
1/1/2015,W1F1C51R,0,111948232,0,0,0
1/1/2015,W1F1C9HM,0,9275072,0,0,0
1/1/2015,W1F1C9TE,0,209936896,0,0,2
1/1/2015,W1F1C9WG,0,86203992,0,0,0
1/1/2015,W1F1CA72,0,36967800,0,0,0
1/1/2015,W1F1CAKS,0,16719872,0,0,0
1/1/2015,W1F1CB5E,0,164185360,40,0,0
1/1/2015,W1F1CCGF,0,241082272,8,0,0
1/1/2015,W1F1CDDP,0,2165592,600,0,2
1/1/2015,W1F1CDRE,0,206936512,0,0,0
1/1/2015,W1F1CHY9,0,81505552,0,34,0
1/1/2015,W1F1CHZK,0,199302352,0,0,0
1/1/2015,W1F1CJ1K,0,100157320,0,0,0
1/1/2015,W1F1CJ27,0,32468296,0,0,0
1/1/2015,W1F1CJ3G,0,226804056,0,7,0
1/1/2015,W1F1CJKT,0,207883032,0,0,0
1/1/2015,W1F1CJXM,0,147891384,0,0,0
1/1/2015,W1F1CK1V,0,33169856,0,0,0
1/1/2015,W1F1CK5G,0,172765584,0,0,0
1/1/2015,W1F1CKB5,0,210940096,0,0,0
1/1/2015,W1F1CKJZ,0,70676560,0,0,0
1/1/2015,W1F1CKKW,0,88542848,0,0,0
1/1/2015,W1F1CKSX,0,157459024,0,0,0
1/1/2015,W1F1CKXZ,0,168473496,0,0,0
1/1/2015,W1F1CL1K,0,184626152,0,0,112
1/1/2015,W1F1CL8Q,0,20083352,0,0,0
1/1/2015,W1F1CLBY,0,6577576,0,0,0
1/1/2015,W1F1CLED,0,166977128,0,0,0
1/1/2015,W1F1CLH3,0,85663616,0,0,0
1/1/2015,W1F1CLJG,0,8902408,0,0,0
1/1/2015,W1F1CLNF,0,42476336,0,0,0
1/1/2015,W1F1CM57,0,40675072,0,0,0
1/1/2015,W1F1CM7H,0,125685752,0,0,0
1/1/2015,W1F1CM93,0,199395440,0,0,0
1/1/2015,W1F1CMCY,0,146417736,0,0,0
1/1/2015,W1F1CMFD,0,14876624,0,0,0
1/1/2015,W1F1CMG4,0,217823736,0,0,0
1/1/2015,W1F1CMJW,0,189252320,0,0,0
1/1/2015,W1F1CMVG,0,172537600,0,0,0
1/1/2015,W1F1CMVW,0,106023872,0,0,0
1/1/2015,W1F1CNV3,0,43083896,0,0,0
1/1/2015,W1F1CZLY,0,63083832,0,0,0
1/1/2015,W1F1D899,0,230373088,0,0,0
1/1/2015,W1F1D8GZ,0,116336424,0,0,0
1/1/2015,W1F1D93M,0,35852072,0,0,0
1/1/2015,W1F1D99S,0,119787904,0,0,0
1/1/2015,W1F1DA55,0,48118176,0,0,0
1/1/2015,W1F1DABR,0,119042768,0,0,0
